"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Good",86,242,77,135,14,0,0,100,-7,7,8,14,0,36,1,3,3,3,-8,2,1,0,43
"Good",54,291,3,108,29,2,0,89,1,3,5,35,1,37,12,0,0,44,43,5,3,3,73
"Good",78,111,1,58,19,0,0,100,-7,7,8,22,3,32,0,3,3,11,29,4,2,1,75
"Bad",59,224,17,122,13,3,2,58,8,2,2,33,0,32,-7,0,0,55,47,4,4,0,62
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",74,159,9,69,26,0,0,100,-7,6,7,27,2,48,-7,0,0,61,67,3,4,2,78
"Bad",56,102,4,52,32,0,0,94,19,6,6,11,1,22,0,4,4,69,89,6,5,3,55
"Good",81,369,28,95,27,0,0,100,-7,7,8,13,0,19,-8,0,0,21,18,2,2,1,40
"Good",84,158,13,74,14,0,0,100,-7,7,8,16,0,63,0,1,1,16,82,2,3,0,71
"Bad",55,202,29,71,7,1,1,57,5,4,6,29,0,43,1,3,3,42,-8,2,1,0,75
"Good",72,195,9,128,16,0,0,78,66,4,6,18,2,50,0,1,1,11,78,4,1,0,83
"Good",75,130,1,61,20,0,0,100,-7,7,8,21,3,19,0,0,0,57,98,3,3,2,43
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",67,85,16,48,17,1,0,89,20,6,5,18,0,61,4,1,1,44,77,1,2,0,75
"Bad",81,76,10,49,12,0,0,100,-7,7,8,12,1,17,-8,0,0,27,-8,2,1,0,44
"Bad",55,117,12,49,16,0,0,95,1,4,6,20,0,15,0,2,2,42,-8,6,1,3,58
"Bad",64,260,1,61,17,1,1,95,6,2,4,23,5,26,-7,0,0,68,88,3,2,1,71
"Bad",60,168,1,57,17,0,0,95,0,4,6,22,7,23,0,6,6,30,100,4,3,2,47
"Bad",73,322,34,120,17,1,1,89,1,1,3,18,0,11,0,1,1,15,-8,3,-8,0,60
"Good",71,303,3,116,20,0,0,86,20,6,6,21,1,24,2,1,1,43,20,4,2,0,75
"Bad",68,327,2,94,32,0,0,97,59,6,6,12,1,19,5,1,1,62,59,9,2,2,63
"Bad",59,-8,0,53,2,5,4,50,4,4,5,0,1,75,-7,0,0,20,-8,1,1,0,100
"Good",86,256,20,194,20,0,0,100,-7,7,8,25,0,40,-7,0,0,0,63,0,1,0,25
"Good",68,114,3,52,20,0,0,85,32,6,6,22,6,5,2,2,2,22,-8,9,1,1,71
"Good",68,219,18,127,20,1,0,91,4,3,5,23,0,14,4,1,1,21,91,4,3,1,88
"Good",87,264,8,138,28,0,0,100,-7,7,8,60,2,17,8,0,0,4,82,1,2,0,57
"Good",86,228,2,79,42,0,0,100,-7,7,8,17,4,20,0,6,6,9,-8,7,1,0,50
"Good",79,331,12,97,19,1,0,95,29,6,5,30,0,43,13,0,0,33,83,3,2,1,56
"Good",77,148,27,96,13,0,0,100,-7,7,8,14,0,50,0,2,2,75,-8,1,1,0,100
"Bad",66,246,5,86,26,6,4,79,59,6,5,28,2,61,0,0,0,28,67,3,4,1,78
"Good",89,218,16,95,25,0,0,100,-7,5,8,26,0,38,0,0,0,3,-8,3,1,0,57
"Bad",82,115,4,45,16,0,0,100,-7,7,8,16,3,63,0,0,0,0,92,1,3,0,50
"Good",80,220,5,86,28,0,0,93,16,6,6,28,2,50,11,0,0,2,99,3,3,-8,100
"Good",87,203,3,93,22,0,0,100,-7,7,8,23,2,22,0,0,0,4,67,5,2,0,47
"Good",83,265,6,83,16,0,0,100,-7,7,8,16,2,19,5,0,0,13,-8,1,1,0,22
"Bad",86,194,6,106,17,0,0,94,49,6,6,17,2,18,0,1,1,22,-8,3,1,0,40
"Good",59,84,2,33,18,1,1,100,-7,6,8,19,4,53,-7,3,3,84,83,6,4,4,92
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",70,183,2,79,44,0,0,100,-7,7,8,36,6,29,-7,5,4,84,78,14,4,10,79
"Good",67,166,3,61,24,0,0,96,44,6,6,24,3,54,1,3,3,74,63,5,4,3,100
"Bad",65,15,2,8,8,0,0,100,-7,7,8,10,7,20,0,3,3,31,100,5,2,0,70
"Bad",79,181,1,91,12,0,0,100,-7,7,8,14,1,21,0,4,3,66,39,3,2,1,71
"Good",78,162,8,58,38,0,0,100,-7,7,8,53,2,18,2,1,1,6,80,3,3,0,32
"Bad",57,104,5,52,26,0,0,88,5,4,6,26,3,31,0,3,3,36,58,10,2,1,86
"Good",71,176,6,87,16,1,1,94,57,6,2,17,1,35,-7,0,0,70,-8,3,-8,1,75
"Good",62,309,2,97,28,2,1,79,24,5,3,33,5,27,0,1,1,54,44,8,3,3,65
"Bad",87,115,11,59,9,0,0,100,-7,7,8,9,2,78,-7,1,1,0,-8,0,2,0,50
"Good",78,194,5,70,42,0,0,100,-7,7,8,48,3,25,2,4,3,11,94,4,3,0,41
"Bad",73,147,24,90,14,1,1,87,15,6,2,15,0,27,0,0,0,50,35,4,3,1,88
"Bad",61,457,7,97,27,1,0,89,6,4,5,28,1,21,0,2,2,55,77,12,2,5,78
"Good",78,300,8,130,17,1,0,89,13,6,5,18,1,11,-8,0,0,18,-8,5,1,0,55
"Bad",65,399,15,147,11,2,2,80,5,0,2,15,0,7,0,1,1,30,-8,6,-8,0,60
"Good",75,294,12,94,39,0,0,98,-8,6,6,40,0,35,0,2,2,17,-8,6,5,0,61
"Good",69,284,8,109,22,1,1,100,-7,6,8,22,1,26,2,3,2,40,21,3,2,2,55
"Bad",61,215,28,105,18,4,2,68,11,4,4,25,0,44,2,2,2,34,89,2,2,0,71
"Bad",56,206,13,61,21,2,2,90,3,4,6,21,0,29,-7,1,0,64,50,7,2,4,69
"Good",72,166,2,58,29,0,0,100,-7,7,8,33,5,20,-7,0,0,34,90,4,2,1,33
"Bad",82,247,3,57,46,0,0,98,18,6,6,46,3,28,0,0,0,3,45,3,2,0,45
"Good",79,117,15,59,31,0,0,97,53,6,6,31,0,29,0,1,1,0,60,0,4,0,67
"Bad",70,288,8,69,30,0,0,100,-7,7,8,30,2,20,0,1,1,31,94,5,2,2,39
"Good",67,114,5,52,13,1,0,67,30,6,5,15,2,13,5,0,0,69,33,4,2,2,86
"Good",75,139,3,54,14,0,0,94,46,6,6,16,2,19,0,1,1,43,33,1,2,1,43
"Good",75,143,1,53,27,0,0,97,29,6,6,18,6,45,1,1,1,10,89,3,6,0,64
"Bad",62,106,8,46,21,0,0,95,9,4,6,21,3,33,0,6,6,62,81,3,4,1,78
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",79,444,1,126,19,1,1,95,44,6,2,22,2,45,2,1,1,4,75,3,2,0,63
"Bad",64,244,8,78,43,0,0,100,-7,7,8,44,4,25,0,6,6,88,-8,13,4,6,86
"Bad",66,228,5,91,18,1,0,80,24,6,5,20,2,30,0,0,0,66,97,6,2,4,67
"Good",78,166,3,81,18,0,0,100,-7,7,8,18,2,28,0,1,1,24,-8,4,1,2,50
"Bad",75,60,20,32,13,0,0,100,-7,7,8,13,0,31,0,4,3,40,75,1,2,1,50
"Bad",58,22,2,8,4,0,0,100,-7,7,8,6,5,50,-7,2,2,101,76,1,3,1,100
"Good",68,121,8,45,13,0,0,85,9,4,6,13,2,15,0,3,3,26,-8,1,2,0,60
"Good",64,169,2,76,64,0,0,98,-8,6,6,66,4,21,0,1,1,53,-8,15,2,4,62
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",81,391,11,102,22,0,0,100,-7,7,8,34,1,9,11,0,0,20,-8,5,1,1,60
"Good",54,88,7,37,25,0,0,92,9,4,6,26,3,58,0,4,4,89,76,7,7,2,100
"Good",74,297,27,94,20,2,2,86,22,6,2,22,0,55,0,1,1,8,56,3,3,0,55
"Bad",65,87,3,47,16,2,2,100,-7,6,8,20,3,20,2,1,1,42,-8,6,1,1,78
"Bad",78,44,26,32,3,0,0,100,-7,7,8,3,0,0,-7,2,2,21,-8,1,-8,-8,50
"Good",79,169,6,70,44,0,0,100,-7,6,8,44,4,23,0,0,0,9,93,3,2,0,42
"Good",65,148,7,101,43,0,0,93,9,4,6,7,2,16,-7,1,1,51,89,13,3,4,59
"Good",88,368,10,155,16,0,0,100,-7,7,8,17,1,18,2,1,1,7,-8,4,1,0,71
"Bad",75,155,13,77,23,1,1,100,-7,7,8,3,0,17,-7,1,0,6,37,4,3,0,64
"Bad",59,207,4,64,27,0,0,90,19,6,6,32,2,47,-7,0,0,101,82,3,3,2,100
"Good",82,190,10,80,28,0,0,100,-7,7,8,28,1,21,17,0,0,32,50,2,2,0,50
"Bad",67,117,7,48,16,1,1,90,56,6,2,21,2,48,0,1,1,53,78,4,4,3,89
"Good",70,137,50,89,8,0,0,100,-7,7,8,9,0,22,0,0,0,100,-8,3,-8,2,100
"Good",86,265,3,137,21,0,0,100,-7,7,8,37,2,19,2,1,1,5,19,3,2,0,42
"Bad",70,166,7,86,19,0,0,95,20,6,6,20,1,40,0,0,0,59,79,5,3,1,73
"Good",78,114,5,62,36,0,0,100,-7,7,8,36,4,22,5,1,1,3,-8,3,2,1,33
"Good",63,190,3,71,39,0,0,97,10,4,6,39,6,28,2,1,1,55,83,5,2,2,80
"Good",79,99,12,28,4,0,0,100,-7,7,8,16,0,50,-8,0,0,40,-8,1,-8,0,50
"Bad",59,171,49,110,8,2,2,63,24,6,6,8,0,38,-8,1,0,85,-8,3,1,1,100
"Bad",84,212,11,82,13,0,0,87,55,6,6,15,1,47,10,0,0,5,-8,1,1,0,67
"Good",80,253,8,97,14,0,0,100,-7,7,8,14,1,57,3,1,1,57,-8,3,-8,-8,100
"Bad",70,226,5,74,22,0,0,91,66,6,6,22,1,32,-7,0,0,61,94,5,2,2,64
"Bad",63,38,6,22,13,0,0,100,-7,7,8,13,2,23,-7,0,0,78,44,9,3,3,100
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",57,319,8,15,4,1,0,80,17,6,5,18,2,20,1,1,1,103,61,3,1,1,80
"Bad",64,175,20,115,13,2,0,56,35,6,5,16,0,19,19,0,0,85,74,9,1,6,91
"Bad",36,110,6,35,9,1,1,50,0,4,3,12,2,75,0,1,1,85,85,1,3,-8,100
"Bad",65,77,17,52,18,1,0,95,4,3,5,14,0,42,-7,1,1,30,68,6,4,1,77
"Bad",61,137,5,58,31,0,0,88,0,4,6,21,3,41,6,0,0,49,79,6,4,2,91
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",60,69,2,35,25,0,0,96,1,4,6,27,4,26,0,4,4,58,78,2,2,2,67
"Good",84,391,18,84,27,0,0,100,-7,7,8,22,0,22,3,1,1,11,-8,4,-8,0,33
"Bad",51,162,35,73,4,1,1,50,1,2,4,6,0,33,0,0,0,43,11,1,1,0,50
"Bad",64,37,8,20,5,0,0,100,-7,7,8,5,2,60,5,0,0,74,84,1,2,1,75
"Good",70,406,2,96,35,0,0,90,10,4,6,40,1,65,3,1,1,25,76,3,4,1,73
"Bad",63,66,7,45,17,0,0,94,-8,6,6,17,1,24,0,1,1,67,83,8,4,3,86
"Good",63,309,36,112,17,2,1,68,7,2,4,19,0,16,0,1,1,54,-8,5,1,2,67
"Bad",57,255,7,91,34,0,0,94,1,4,6,35,4,31,5,0,0,65,82,16,2,2,90
"Bad",58,62,4,30,16,0,0,94,25,5,6,16,4,13,0,4,4,82,90,6,1,2,70
"Bad",73,169,7,76,12,1,1,86,9,1,3,14,3,14,1,5,5,14,-8,1,-8,0,33
"Bad",62,149,17,64,11,2,1,83,18,6,5,12,0,33,-7,0,0,35,28,3,2,0,63
"Bad",57,162,6,66,25,1,0,80,7,4,5,31,1,40,0,1,1,47,68,6,3,1,82
"Bad",64,114,8,55,24,0,0,92,14,6,6,26,3,35,-7,2,2,41,85,6,2,2,73
"Bad",73,147,4,66,20,0,0,100,-7,7,8,20,2,50,-7,0,0,74,76,5,4,1,100
"Bad",65,97,2,50,26,2,1,86,4,3,5,28,2,61,-7,1,1,2,47,1,6,0,78
"Bad",57,260,10,136,9,3,3,82,2,0,2,11,1,18,0,1,1,34,-8,1,1,0,50
"Bad",57,191,13,99,20,1,1,65,0,0,2,23,0,26,0,0,0,27,66,4,2,0,50
"Bad",69,72,3,48,14,1,0,87,20,6,5,15,2,7,-7,1,1,29,-8,5,1,0,58
"Bad",81,261,4,67,22,0,0,100,-7,7,8,24,2,33,0,1,1,29,68,3,3,1,50
"Bad",65,13,5,44,18,1,1,95,34,0,2,1,2,26,-7,0,0,58,15,6,2,1,89
"Good",91,340,18,152,15,0,0,100,-7,7,8,15,0,7,-8,0,0,3,-8,2,-8,0,22
"Bad",65,44,2,28,13,2,2,100,-7,6,8,15,2,86,0,2,2,18,66,2,2,-8,100
"Bad",66,290,11,136,20,0,0,96,9,4,6,23,1,43,0,2,2,51,65,5,3,2,90
"Good",90,210,19,95,24,0,0,100,-7,7,8,25,0,21,17,0,0,4,36,4,2,0,38
"Bad",79,280,5,91,44,0,0,100,-7,7,8,21,2,23,18,0,0,17,91,5,3,1,30
"Bad",74,198,3,100,26,1,1,100,-7,6,8,7,3,30,4,1,1,1,65,1,2,0,38
"Bad",62,170,3,34,15,0,0,100,-7,7,8,13,7,20,-7,0,0,67,100,10,2,3,100
"Good",66,287,13,100,16,1,0,65,21,6,5,20,0,45,2,1,1,93,62,2,3,1,100
"Bad",80,161,5,48,10,0,0,90,24,6,6,10,3,50,3,1,1,8,74,2,2,0,67
"Good",83,384,2,179,24,0,0,100,-7,7,8,26,1,19,1,1,1,4,-8,1,1,0,38
"Good",85,259,7,78,11,0,0,100,-7,7,8,11,1,36,0,0,0,6,86,2,2,0,50
"Bad",60,21,9,13,3,1,1,100,-7,6,8,3,2,33,-7,0,0,94,-8,2,1,2,100
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",58,46,7,38,13,0,0,93,8,4,6,5,1,50,-7,2,2,80,84,5,4,1,90
"Bad",65,101,2,34,15,0,0,100,-7,7,8,18,5,33,0,9,9,72,100,5,3,4,69
"Bad",63,177,9,97,15,0,0,67,5,4,6,6,1,27,0,2,2,60,92,2,2,2,67
"Good",81,335,10,81,31,0,0,94,11,4,6,33,1,50,-8,1,0,19,34,2,5,0,64
"Bad",71,109,16,48,26,0,0,100,-7,7,8,27,0,26,0,3,3,26,64,4,2,1,38
"Bad",68,220,3,87,13,2,1,75,36,6,2,16,1,75,-7,4,4,0,62,0,2,-8,40
"Bad",77,31,31,31,1,0,0,100,-7,7,8,1,0,0,0,6,6,-8,-8,-8,-8,-8,-8
"Good",85,314,32,110,12,0,0,100,-7,7,8,12,0,42,0,0,0,24,48,4,2,-8,100
"Bad",54,107,2,23,18,0,0,100,-7,7,8,20,12,30,-7,11,11,71,92,10,3,1,87
"Bad",57,57,2,37,7,3,2,45,16,6,2,11,3,9,-7,0,0,46,-8,4,1,1,83
"Bad",70,167,15,80,2,2,0,50,22,6,5,4,0,25,2,1,1,0,-8,0,1,0,50
"Good",86,215,5,80,38,0,0,100,-7,7,8,39,2,16,12,0,0,2,-8,1,2,0,21
"Bad",64,150,2,45,12,1,1,86,3,0,2,14,4,21,0,2,2,9,-8,4,1,-8,56
"Good",68,267,7,70,31,0,0,90,17,6,6,31,1,45,4,1,1,31,65,8,4,0,80
"Good",56,172,4,64,16,2,0,68,5,4,5,19,3,37,0,0,0,46,86,4,2,1,55
"Bad",70,108,2,51,45,0,0,98,10,4,6,49,7,65,7,0,0,23,82,2,3,0,50
"Bad",68,187,9,75,29,0,0,100,-7,7,8,29,1,41,0,1,1,89,72,3,3,2,75
"Bad",65,-8,2,13,5,0,0,100,-7,7,8,7,4,57,-7,2,2,54,88,2,2,0,80
"Bad",-9,85,28,179,3,5,5,50,15,6,4,4,0,0,2,3,3,-8,-8,-8,-8,-8,-8
"Good",83,187,13,99,12,0,0,92,6,4,6,22,0,17,22,0,0,23,-8,1,1,0,50
"Good",79,322,1,92,27,0,0,100,-7,7,8,30,3,20,1,2,2,18,101,6,3,1,56
"Good",82,258,22,104,7,0,0,100,-7,7,8,7,0,43,0,0,0,60,63,2,1,0,100
"Good",89,207,121,150,7,0,0,100,-7,7,8,7,0,14,-8,0,0,2,-8,2,-8,0,100
"Good",65,165,2,43,25,0,0,100,-7,7,8,26,7,15,0,2,1,35,96,7,3,2,59
"Bad",56,158,1,63,10,1,0,71,1,4,5,14,3,14,-7,1,1,46,-8,6,1,2,100
"Bad",76,148,1,58,33,0,0,100,-7,7,8,35,3,35,0,1,1,15,94,2,5,1,54
"Good",69,82,4,35,11,1,1,92,77,6,4,12,3,25,3,6,6,45,62,5,2,1,70
"Good",85,446,11,183,8,0,0,100,-7,7,8,9,1,67,0,0,0,12,69,1,2,-8,75
"Bad",76,385,6,81,34,0,0,94,72,6,6,36,3,17,0,0,0,17,72,4,1,1,25
"Good",76,165,9,81,18,0,0,100,-7,7,8,23,2,61,0,1,1,52,48,2,4,0,78
"Bad",60,62,7,35,17,0,0,88,12,6,6,2,2,18,0,1,1,63,46,3,2,3,45
"Good",83,303,1,132,13,0,0,100,-7,7,8,15,2,20,0,2,2,15,-8,5,1,1,75
"Bad",73,374,8,85,27,0,0,96,16,6,6,27,1,26,0,1,1,38,11,4,3,2,70
"Bad",67,-8,4,20,17,1,1,100,-7,6,8,18,8,17,-7,1,1,10,89,2,2,1,29
"Good",83,350,12,105,36,0,0,100,-7,7,8,40,0,60,1,3,3,12,63,5,3,0,80
"Good",73,348,8,102,12,0,0,83,4,4,6,12,1,33,0,0,0,28,-8,4,2,0,75
"Good",73,209,11,84,22,1,0,87,29,6,5,23,1,43,0,1,1,6,84,2,2,1,31
"Good",60,267,4,115,37,0,0,97,3,4,6,42,3,38,4,2,2,33,65,5,5,1,73
"Bad",65,156,7,42,11,2,2,100,-7,6,8,11,2,55,0,1,1,59,29,5,2,3,100
"Good",86,544,21,153,26,0,0,96,50,6,6,17,0,27,-8,0,0,4,19,1,2,0,33
"Bad",57,158,2,121,22,0,0,91,2,4,6,8,1,39,0,8,8,61,53,7,3,4,86
"Good",80,223,5,96,25,0,0,100,-7,7,8,25,4,36,0,1,1,18,83,5,3,1,53
"Good",79,261,4,121,14,0,0,93,61,6,6,14,2,7,0,2,2,11,-8,2,-8,0,50
"Good",88,331,3,113,20,0,0,100,-7,7,8,28,1,24,7,0,0,10,-8,4,3,0,70
"Bad",60,191,34,93,5,5,2,46,6,3,2,40,0,46,0,4,4,30,-8,1,1,0,67
"Good",68,177,2,70,32,0,0,97,16,6,6,46,2,60,1,2,2,85,-8,5,12,5,100
"Bad",77,117,16,59,11,0,0,100,-7,7,8,12,0,18,-7,1,1,34,-8,2,1,1,38
"Bad",75,97,29,68,17,0,0,100,-7,7,8,17,0,47,0,1,1,-8,59,-8,3,-8,100
"Bad",60,43,7,23,9,0,0,78,6,4,6,9,1,67,0,0,0,0,19,0,3,-8,60
"Good",73,170,21,70,28,1,1,100,-7,0,8,28,0,36,-7,0,0,28,8,2,2,1,50
"Good",86,298,13,138,18,0,0,100,-7,7,8,18,0,22,0,0,0,8,54,7,2,0,64
"Bad",76,131,14,53,19,0,0,95,59,6,6,19,0,32,0,1,1,44,-8,6,1,0,88
"Good",77,149,3,69,18,0,0,94,7,4,6,18,2,72,10,0,0,13,82,1,4,0,71
"Good",80,49,7,27,7,0,0,100,-7,7,8,7,1,71,1,1,1,0,82,0,1,0,33
"Bad",61,94,4,38,16,0,0,94,20,6,6,16,3,50,0,0,0,94,88,5,1,3,86
"Good",87,308,3,90,27,0,0,97,-7,6,7,30,1,40,-8,0,0,19,62,5,3,0,67
"Bad",66,119,1,47,14,0,0,100,-7,7,8,16,6,38,0,3,3,74,100,5,1,2,86
"Bad",65,53,2,28,13,0,0,100,-7,7,8,14,2,21,0,2,2,64,62,5,2,2,58
"Good",80,208,12,76,30,1,0,97,23,6,5,31,0,13,0,0,0,1,71,5,2,0,35
"Good",53,325,21,114,24,0,0,80,0,4,6,26,0,24,-7,1,1,82,79,9,4,6,82
"Bad",78,301,52,52,1,0,0,100,-7,7,8,15,0,100,-7,0,0,-8,6,-8,1,-8,100
"Bad",58,29,2,18,10,0,0,91,13,6,6,11,2,45,0,10,10,55,78,5,4,1,90
"Bad",66,132,16,66,8,2,2,78,64,6,2,9,0,56,0,3,3,60,12,2,1,1,100
"Good",87,185,3,80,22,0,0,100,-7,7,8,25,2,40,3,1,1,17,27,2,2,0,50
"Bad",63,81,2,35,34,0,0,97,-8,6,6,36,6,25,0,6,6,35,74,11,6,2,71
"Bad",57,119,7,7,3,0,0,100,-7,7,8,7,3,0,-7,8,6,84,-8,3,-8,1,100
"Good",87,177,1,58,10,0,0,100,-7,7,8,11,2,36,-7,0,0,2,100,2,2,0,67
"Good",62,157,2,54,28,0,0,86,26,6,6,31,4,24,9,0,0,73,46,7,3,2,83
"Bad",68,353,1,131,10,7,2,50,20,6,4,20,1,40,0,2,2,27,-8,2,2,1,50
"Bad",73,489,3,63,29,0,0,93,21,6,6,27,3,47,0,2,2,31,80,2,4,1,46
"Good",71,-8,15,117,19,7,7,75,63,6,3,29,0,72,14,0,0,53,69,1,3,0,67
"Bad",70,80,3,43,27,1,1,100,-7,6,8,10,8,15,0,6,6,5,58,12,2,0,67
"Good",86,283,26,121,13,0,0,100,-7,7,8,16,0,44,0,0,0,0,82,1,1,0,40
"Bad",70,156,3,76,16,0,0,100,-7,7,8,16,3,69,0,0,0,96,46,1,3,-8,67
"Good",66,92,3,63,30,1,0,94,4,3,5,10,4,32,2,4,4,4,73,4,2,0,43
"Bad",56,311,10,99,31,10,10,86,4,4,6,36,2,46,0,2,2,44,75,4,2,1,64
"Good",63,294,16,146,11,4,1,59,8,4,4,17,0,18,0,0,0,34,-8,7,1,1,67
"Bad",60,125,8,34,26,0,0,96,10,4,6,26,2,15,0,3,3,56,70,4,1,1,67
"Good",83,262,3,115,19,0,0,100,-7,7,8,20,1,45,2,3,3,31,66,2,3,0,56
"Bad",61,102,8,57,5,2,1,71,23,6,3,7,2,14,0,0,0,97,-8,3,1,1,80
"Bad",75,198,4,69,30,0,0,100,-7,7,8,30,3,13,0,0,0,46,97,4,2,2,67
"Bad",69,78,5,40,16,0,0,100,-7,7,8,16,1,25,0,2,2,69,-8,3,2,2,83
"Good",89,346,46,130,11,0,0,100,-7,7,8,26,0,9,-7,1,1,2,-8,3,-8,0,50
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",54,164,30,66,5,1,0,50,3,3,5,7,0,33,0,1,1,108,-8,2,1,1,100
"Bad",60,240,60,135,11,1,1,67,4,4,6,13,0,8,0,4,4,20,-8,4,-8,1,67
"Bad",67,176,6,63,47,0,0,98,-8,6,6,72,3,40,-7,1,1,74,40,7,4,1,85
"Good",67,94,14,43,5,1,0,86,29,6,5,7,0,14,0,0,0,54,-8,4,-8,2,80
"Bad",79,246,1,108,21,0,0,100,-7,7,8,22,2,18,1,2,2,18,-8,7,1,2,62
"Good",81,289,1,106,25,0,0,96,29,6,6,39,2,31,3,1,1,16,75,5,2,0,47
"Bad",63,175,3,64,15,1,0,65,3,4,5,17,3,24,0,4,4,11,-8,5,1,0,75
"Bad",65,80,11,53,12,1,1,85,21,6,2,14,1,38,13,0,0,0,85,0,2,-8,67
"Bad",72,118,4,55,14,0,0,100,-7,7,8,14,2,36,-7,1,1,76,-8,6,-8,3,75
"Bad",76,75,7,44,23,0,0,92,12,6,6,24,2,13,0,0,0,0,77,2,2,0,25
"Good",91,183,1,116,7,0,0,100,-7,7,8,5,2,0,0,2,2,2,-8,2,-8,0,40
"Bad",84,403,14,157,26,0,0,100,-7,7,8,27,0,7,13,0,0,3,-8,11,1,1,75
"Good",56,152,6,46,17,2,0,75,14,6,5,20,3,45,0,0,0,68,54,6,4,3,92
"Good",71,241,3,90,55,0,0,100,-7,7,8,86,4,35,1,1,1,58,54,9,7,5,70
"Bad",76,109,3,58,45,0,0,96,30,6,6,46,3,15,0,1,1,6,-8,8,1,1,33
"Good",65,409,6,72,33,0,0,92,5,4,6,36,3,53,0,0,0,17,58,3,3,2,41
"Bad",63,157,5,58,17,0,0,76,6,4,6,76,2,53,4,4,4,30,32,3,4,2,78
"Bad",59,-8,3,46,27,0,0,100,-7,7,8,0,4,37,1,5,5,63,72,9,6,3,94
"Bad",59,45,11,31,10,2,1,73,11,3,4,15,1,20,0,0,0,14,-8,6,1,0,88
"Bad",69,404,28,168,12,1,1,79,7,1,3,15,0,29,8,0,0,55,-8,2,1,1,67
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",62,153,20,40,5,0,0,20,7,4,6,12,0,100,-7,0,0,-8,75,-8,2,-8,100
"Bad",58,20,4,11,4,2,2,88,23,6,4,8,4,88,2,1,1,-8,103,-8,4,-8,100
"Bad",86,419,10,122,17,0,0,100,-7,7,8,18,1,72,0,0,0,0,36,0,2,-8,50
"Bad",82,196,7,96,17,0,0,94,25,6,6,16,2,6,8,0,0,0,96,2,1,0,43
"Bad",70,-8,11,36,7,0,0,88,20,6,6,9,2,33,-7,0,0,48,100,1,2,0,75
"Good",61,67,5,29,14,0,0,93,6,4,6,14,1,29,-7,1,1,73,86,1,2,1,75
"Bad",72,247,6,74,26,0,0,96,20,6,6,27,1,35,2,3,3,28,44,6,4,1,56
"Good",80,198,10,72,25,0,0,100,-7,7,8,25,1,24,0,1,1,7,23,1,2,0,50
"Good",79,142,2,70,30,0,0,100,-7,7,8,32,2,39,2,1,1,6,84,2,10,0,60
"Good",79,187,4,81,21,0,0,100,-7,7,8,22,1,18,0,1,1,46,97,4,2,1,67
"Good",76,232,3,81,20,0,0,100,-7,7,8,20,3,35,0,1,1,46,94,4,5,3,75
"Bad",79,42,7,23,9,0,0,100,-7,7,8,9,1,33,-7,0,0,5,26,1,2,0,50
"Good",66,176,4,86,34,2,1,89,3,0,5,33,2,14,3,1,1,16,33,11,3,0,67
"Good",60,249,2,81,27,0,0,96,1,4,6,71,3,36,-7,3,3,59,21,3,5,2,53
"Bad",64,116,8,62,7,1,0,67,63,5,5,9,1,22,0,4,4,93,-8,5,-8,3,100
"Good",93,-8,24,111,20,0,0,100,-7,7,8,0,0,10,8,0,0,1,-8,2,-8,0,40
